index,stars
0,3.99054741859436
1,4.48388767242432
2,3.66205096244812
3,3.8071756362915
4,1.96995031833649
5,4.20637035369873
6,4.18994140625
7,3.69712018966675
8,4.16967678070068
9,4.90401744842529
10,4.27309608459473
11,3.4776816368103
12,3.44501113891602
13,4.48206233978271
14,3.70907616615295
15,4.15902614593506
16,3.39598155021667
17,3.77138376235962
18,2.29965877532959
19,4.06522655487061
20,4.83739423751831
21,3.33538746833801
22,3.60544633865356
23,4.4489426612854
24,3.16968035697937
25,3.97579193115234
26,4.54513549804688
27,4.77370882034302
28,3.47786998748779
29,4.71696949005127
30,4.2806396484375
31,4.37711381912231
32,4.02447462081909
33,2.78975462913513
34,4.73353147506714
35,4.04256820678711
36,1.99507105350494
37,3.54812955856323
38,4.54625797271729
39,3.38353610038757
40,3.86088824272156
41,4.31479740142822
42,4.09451389312744
43,3.85183238983154
44,3.84252047538757
45,4.02475261688232
46,2.72544002532959
47,4.67666912078857
48,3.46350574493408
49,4.01173496246338
50,2.0983293056488
51,3.58728241920471
52,4.06620693206787
53,3.04156160354614
54,4.98382949829102
55,4.13585567474365
56,3.35711455345154
57,3.8455069065094
58,3.56525206565857
59,4.31075572967529
60,4.38151454925537
61,4.15011358261108
62,3.6870129108429
63,4.81984233856201
64,3.70178174972534
65,3.84527134895325
66,1.42656004428864
67,4.62607431411743
68,3.0595588684082
69,4.34550094604492
70,2.78076386451721
71,5.18070411682129
72,3.86387729644775
73,3.73998427391052
74,3.41367936134338
75,4.01579236984253
76,4.48292827606201
77,3.37327146530151
78,4.10630416870117
79,4.04022121429443
80,3.95981216430664
81,2.87402057647705
82,4.63794136047363
83,3.85078644752502
84,4.08623600006104
85,3.8295431137085
86,4.94275951385498
87,3.75519394874573
88,5.05507707595825
89,2.77601099014282
90,4.50658893585205
91,4.54197216033936
92,1.69496774673462
93,4.40688610076904
94,3.55193853378296
95,3.25948810577393
96,2.82803153991699
97,4.02832078933716
98,4.74507236480713
99,3.35942912101746
100,3.9847047328949
101,4.15717506408691
102,4.1658730506897
103,4.2702112197876
104,4.21188068389893
105,4.13304328918457
106,4.79608345031738
107,3.75635242462158
108,4.31699228286743
109,3.77182912826538
110,4.20837020874023
111,4.21348476409912
112,2.97101759910583
113,4.01078701019287
114,3.19093775749207
115,4.45792675018311
116,3.14281463623047
117,3.71263217926025
118,4.51119232177734
119,4.73690891265869
120,4.31478214263916
121,3.75396013259888
122,2.81860089302063
