index,stars
0,3.98892103104984
1,4.49676048948644
2,3.56911104089116
3,4.10971799629218
4,2.18263297533443
5,4.10103272949508
6,4.0600652422377
7,3.67613136329013
8,3.8067105854839
9,4.85308448346726
10,4.05076336098276
11,3.37758480033475
12,3.82347035429078
13,4.53700069036089
14,4.08409888863165
15,3.97501604151288
16,3.25662568645524
17,3.57684654368453
18,2.54808903231563
19,4.20925145216055
20,4.93671302585747
21,3.1869642563502
22,3.7911421804379
23,4.39388408878179
24,3.43033224371132
25,3.67289760935776
26,4.59944292434332
27,4.75075426237211
28,3.59385790750869
29,4.86408324411198
30,4.29657745331727
31,4.3724205613394
32,4.43397786422386
33,2.70789947900951
34,4.76579109043044
35,3.94938802833215
36,1.87964458968375
37,3.20861448336248
38,4.30815233243951
39,3.77661464972656
40,4.13764412736467
41,4.36038650316326
42,4.11706495797947
43,3.84899430769454
44,3.91160323048601
45,3.92752933698424
46,2.57744082278399
47,4.36237420324645
48,3.41594693878827
49,4.0319192401162
50,1.60048814654468
51,3.57668279612133
52,3.96885303742559
53,2.9827036370348
54,4.9846441917139
55,4.05977941038285
56,3.29421136527847
57,3.7161033062944
58,3.60298535850737
59,4.35968546912639
60,4.51672353163625
61,4.3339613997546
62,3.70466996781718
63,4.55101643997799
64,3.49595122954227
65,3.83395456519387
66,0.999899621306698
67,4.68324199195516
68,3.48558280451792
69,4.23768941479605
70,2.78878486679926
71,5.08868521595608
72,3.89590828546491
73,3.73513077531382
74,3.62009327866284
75,4.09859287971588
76,4.4724901627192
77,3.48881165579431
78,4.09074692405514
79,4.0293172105535
80,3.70497478478458
81,2.83083182749354
82,4.27728534086012
83,3.8766346812786
84,4.18360843583062
85,3.78189256606814
86,4.98996071082687
87,3.455970126935
88,5.24155009445852
89,2.80248904138674
90,4.57422538072618
91,4.34515215861714
92,1.30988549519273
93,4.55594484805218
94,3.6104368688207
95,3.40486727117926
96,2.66727514980042
97,3.99780315948877
98,4.76519122385392
99,3.44241602912692
100,3.63439471191444
101,4.1819897720284
102,4.03443549173929
103,4.0458951439737
104,4.26283161477434
105,4.04358939678289
106,4.96855550158173
107,3.59944139042594
108,4.34758986935006
109,3.92225581199048
110,4.31324838414688
111,4.2104403060562
112,3.32351150085336
113,4.01449186138191
114,3.24840864833416
115,4.28717406601894
116,3.03551726045365
117,3.80119159780932
118,4.47197065077106
119,4.97287924996957
120,4.12399100614997
121,3.5952943480302
122,2.77864934216589
123,4.05676220225681
124,3.76781985085066
125,3.2860580107695
126,2.75216034589133
127,4.1431486768993
128,4.03188291159452
129,4.22839448111293
130,4.07965053143883
131,4.23185457525645
132,4.55923862361445
133,4.00859782156434
134,4.44099895254797
135,2.97605979518588
136,2.63665332397389
137,5.10439331543924
138,4.41443859907807
139,3.38707399652006
140,2.76568657299097
141,4.88767065093592
142,4.40103852180212
