index,stars
0,3.97372594351922
1,4.40924262327874
2,3.65810248894789
3,3.98324700245715
4,2.18264178677649
5,4.1956507281607
6,4.18180446273849
7,3.75945681397983
8,4.17630685552879
9,4.82306316832777
10,4.27127165674622
11,3.34821247969788
12,3.49914234923975
13,4.53039229265463
14,3.75624753703463
15,4.1429193114623
16,3.39932585692125
17,3.77416655451501
18,2.29222950866145
19,4.19185111965683
20,4.93999927033886
21,3.17800415442665
22,3.59677824929762
23,4.66123308831496
24,3.17132627482946
25,3.83315854440983
26,4.55749346065434
27,4.80260183533804
28,3.38922618134578
29,4.77621684280396
30,4.34683242650365
31,4.36829687113507
32,4.14443968650497
33,2.80551547415465
34,4.65725417620209
35,3.9966858485009
36,1.75447894211951
37,3.47616954218077
38,4.49777546028102
39,3.49884528107262
40,3.88175490336883
41,4.24996678281562
42,3.9666409470415
43,3.87268659496161
44,3.91550162430989
45,4.01477651242797
46,2.52209950388581
47,4.55251357286173
48,3.49401047579753
49,3.95941471535164
50,1.77075371546974
51,3.55315634589582
52,4.10628813065208
53,3.02579331036626
54,4.9909469931504
55,4.15324689740604
56,3.33589000064106
57,3.75044275291342
58,3.56397292901468
59,4.35678696349399
60,4.44202946189447
61,4.49808620045272
62,3.74506165445249
63,4.75475645362397
64,3.68872209542545
65,3.9643511877371
66,1.23230440590536
67,4.55767928215076
68,3.0069049681629
69,4.3500706437267
70,2.84569668600173
71,5.141128509315
72,3.90484930740289
73,3.77839964011813
74,3.4941818886314
75,3.98146056506497
76,4.48318810641516
77,3.37579034321655
78,4.21591910973123
79,4.06185067648633
80,3.9292488145716
81,2.72154839530097
82,4.49394728648488
83,3.85939347856632
84,4.09564726537477
85,3.84796415733993
86,5.05146453964565
87,3.71827035638902
88,5.02048613944729
89,2.75246467943956
90,4.4787964804423
91,4.54547561308076
92,1.73602269537745
93,4.42445602502861
94,3.57095188252291
95,3.15969427434405
96,2.73430632348621
97,4.04109676584679
98,4.77048692325346
99,3.38981544365609
100,3.93424799681682
101,4.45462408371944
102,4.18357591244833
103,4.21454344048883
104,4.25679837315195
105,4.11943242827104
106,4.83989146758043
107,3.74947905752791
108,4.3765779252249
109,3.83878376900114
110,4.21911704684365
111,4.30068253575931
112,3.09847017720725
113,4.04308127991001
114,3.04266572281679
115,4.55292580517792
116,3.08847470207232
117,3.73598071775135
118,4.50661011515561
119,4.7452076067589
120,4.33354250140522
121,3.63545182450847
122,2.85714250718641
123,4.06451631614485
124,3.39752852110044
125,3.52425917225858
126,2.56943304164318
127,4.12025453735854
128,3.94885761536037
129,4.07821707874021
130,4.51527523913367
131,4.38418119275278
132,4.57584598579754
133,3.99942446510662
134,4.27651731219388
135,3.03175408988548
136,2.39866327327084
137,5.09589430731515
138,4.43916560367009
139,3.75216902566766
140,2.86561824160211
141,4.94450622499656
142,4.70653475971679
143,3.81406296956678
144,4.21007847928789
145,3.50569600370958
146,3.78534862587597
147,4.38032135419465
148,4.065386176148
149,4.79463523743337
150,3.46940334686454
151,3.35276928726083
152,3.53182083217374
153,4.31441847279214
154,3.50918953200974
155,4.40660580724446
156,4.78142355530375
157,4.46360550938201
158,4.03513407606673
159,4.11601836286039
160,4.29392351371692
161,3.31898499512912
162,3.48199721127324
163,3.59349319018341
164,4.37108599465549
165,4.09973375159328
166,3.46369416182873
167,4.202674413295
168,4.10825445309686
169,3.98667760206311
170,4.56395677976664
171,3.79483033956106
172,4.97183035591164
173,3.48388631414722
174,3.99684130599647
175,4.06586955868673
176,3.80107695510609
177,4.03891072634409
178,3.68486442664519
179,3.42280764339242
180,4.1768619473319
181,3.51766582525355
182,4.68267885698745
183,3.53675414709372
184,4.39587165639981
185,3.84372247571494
186,4.99147130055874
187,5.14018176455514
188,2.75957047161731
189,4.82812085692288
190,3.00708348450874
191,5.01392806404559
192,4.08220623530591
193,4.35353252044163
194,3.57421729910905
195,3.74287897231128
196,4.31017627009217
197,3.14568431556339
198,4.34761307816965
199,3.80125335509777
200,2.93468711523977
201,3.7363833797904
202,4.18839138380784
203,4.82111041877809
204,4.78154042991767
205,4.84952806540471
206,4.22971056540931
207,3.97919980827331
208,3.9304759073298
209,2.9759768520967
210,4.42753482908168
211,3.74638345102679
212,3.62915624101382
213,4.06328290479772
214,3.80424810349953
