index,stars
0,3.8127749220324
1,3.79759197948974
2,3.76815813861768
3,3.78618115849687
4,3.74048846219358
5,3.80748811667991
6,3.80322356358158
7,3.77977187469254
8,3.82153811829797
9,3.86893220723957
10,3.8300923708929
11,3.83397658348567
12,3.78416329088605
13,3.81652995472064
14,3.79810643102351
15,3.81844762116013
16,3.78709475247017
17,3.91982184732333
18,3.75130136235984
19,3.79878194026073
20,3.83369581940934
21,3.75450316968473
22,3.79681106672561
23,3.82705954560638
24,3.7862570488707
25,3.8123216109654
26,3.81442775131561
27,3.79320925242199
28,3.73836398193503
29,3.84733491341089
30,3.81686230388243
31,3.82759176464465
32,3.76580606763731
33,3.75779572287739
34,3.83150863142566
35,3.79408627519773
36,3.70273344111102
37,3.80439145862943
38,3.80343625510816
39,3.74934197431572
40,3.74804381559787
41,3.80997831784242
42,3.81567439045448
43,3.8039343603846
44,3.78152021654649
45,3.78109747907812
46,3.78639917455957
47,3.81347353257355
48,3.82181717074484
49,3.79180522056568
50,3.72148492342738
51,3.77983467807354
52,3.81626908428447
53,3.71959458200174
54,3.87620502563776
55,3.77988659964708
56,3.75369477011322
57,3.78215402024358
58,3.78117788795859
59,3.82523698619633
60,3.79911715172585
61,3.76654099976707
62,3.80912579728242
63,3.82348291880441
64,3.79072284607922
65,3.81186146064867
66,3.69494924573825
67,3.83789109145454
68,3.74552113908035
69,3.83558612441304
70,3.77844723191892
71,3.89026127511621
72,3.79084475283213
73,3.78924058915001
74,3.79865515915617
75,3.82152503950899
76,3.80859998873277
77,3.76570756254925
78,3.77942411374878
79,3.80914915778441
80,3.80339467706043
81,3.7467379466142
82,3.82430632866572
83,3.77977092233864
84,3.79254191440004
85,3.79927673885981
86,3.83163840287162
87,3.74380252614544
88,3.86049248744223
89,3.71806535727976
90,3.78751349599021
91,3.86522143972095
92,3.7599481168069
93,3.80300888001786
94,3.76849354744187
95,3.78998266519526
96,3.75856797256811
97,3.78468145868047
98,3.81922887807114
99,3.79476158677254
100,3.80518027350313
101,3.81172625750158
102,3.79224213932377
103,3.8093707977083
104,3.8083885090639
105,3.81360462071323
106,3.8975520084289
107,3.77855035262189
108,3.82358291442968
109,3.79087599793293
110,3.82511655056172
111,3.8305940489433
112,3.77833865671481
113,3.81331203116105
114,3.80575034763064
115,3.83424809805692
116,3.76725813681173
117,3.78731095101398
118,3.81011747501905
119,3.82209572736387
120,3.82138429123292
121,3.7956003823613
122,3.73185426744674
123,3.79266838556433
124,3.79173176924179
125,3.76389724579007
126,3.78147807091618
127,3.79724030607508
128,3.7795419366192
129,3.82818973316009
130,3.79315824394644
131,3.79839056264821
132,3.8383512518955
133,3.79050182171204
134,3.81093029393344
135,3.77822848955411
136,3.77552959697983
137,3.83120510424208
138,3.81143589811666
139,3.8200481386032
140,3.76310646811201
141,3.82285927791495
142,3.78409149688919
143,3.79140269659819
144,3.78735829029603
145,3.78199295494213
146,3.76174468908252
147,3.82191762370759
148,3.81696583488886
149,3.84894415532975
150,3.79901831559805
151,3.78990206795572
152,3.78872457406614
153,3.81412769079365
154,3.78168146771837
155,3.82682932949758
156,3.86831404379624
157,3.88665754795687
158,3.77004566251803
159,3.78659703842936
160,3.79396460303247
161,3.77432615187201
162,3.78316169806242
163,3.7915756772463
164,3.82878245625013
165,3.7798715105861
166,3.77456796460739
167,3.76496813548516
168,3.7997903260828
169,3.7914294797866
170,3.78299987023915
171,3.79864511021586
172,3.82140035068227
173,3.78223447205856
174,3.79766467234308
175,3.80176163959317
176,3.78791853302105
177,3.79902362025022
178,3.77501590620845
179,3.77747911299282
180,3.80195167979286
181,3.79030000761794
182,3.83117725882206
183,3.81459743947562
184,3.80256453159149
185,3.8053475036056
186,3.80822345370251
187,3.83060989056408
188,3.75931782700611
189,3.84718459369932
190,3.77152833782561
191,3.89775195039533
192,3.79576014997993
193,3.81055160616705
194,3.80287887343113
195,3.77783537119129
196,3.79762281258724
197,3.78016259142977
198,3.83204846036629
199,3.8110014745859
